,id,filename,vector,label
28,28,null,"[22.451868842695443, 14.791547615674126, 13.525043259260375, 8.655749056259955]",8
29,29,null,"[23.461024055260623, 4.443617524168986, 19.50295186459576, 12.131321538861481]",9
30,30,null,"[-0.15533264065315264, 0.06171920181396167, -0.9688907156919873, 0.38194760619762014]",0
31,31,null,"[5.816752122113237, 1.6272476692884736, 3.4216468505395845, -1.5231027318480752]",1
32,32,null,"[2.7422390318195484, 5.121291574731738, 5.85425280181842, -3.713216247877421]",2
33,33,null,"[3.6957476462387917, 3.4567488200730967, 9.377515365415807, 0.2283442042590509]",3
34,34,null,"[3.5084953940044876, 0.1560416966485434, 13.601981362883407, 4.786724189225395]",4
35,35,null,"[6.581721171034978, 4.42794812874546, 5.310608286891863, 11.506729747613322]",5
36,36,null,"[6.6033981459260245, 9.668395110108067, -1.9582659981299742, 5.016712035011837]",6
37,37,null,"[1.0456582229484823, 2.2378003126748336, 17.622505209657554, 9.267344475618746]",7
38,38,null,"[10.11428958470767, 12.80420382124047, 11.547360034769603, 9.855001116579272]",8
39,39,null,"[15.078600910609968, -4.980788684243562, 13.075353251621106, -6.39755346320038]",9
40,40,null,"[-0.23714814620597957, -1.0840040081671956, 1.4987872893015577, -0.9306826709744213]",0
41,41,null,"[5.057139203993968, 4.557014125337207, 1.550850102757396, 2.250666075774218]",1
42,42,null,"[1.4680557099109337, -1.1882268504700475, 2.4609119868415172, 2.214450266251398]",2
43,43,null,"[-1.0612193310148026, 0.3447300209854598, 4.543277876426461, 4.573033437483166]",3
44,44,null,"[15.892497072859172, -5.501394829893414, 8.1201029463349, 11.69164031251345]",4
45,45,null,"[-2.9120784485450297, 2.5368461325363647, 15.873053559946921, 7.828473401264043]",5
46,46,null,"[16.583736512219094, 1.4696641274444424, 2.654305719046452, 5.721250731535724]",6
47,47,null,"[12.109384876285308, 3.6152500873102866, 1.6803472288429546, 6.095018184808384]",7
48,48,null,"[0.8629582486818563, 3.0938844493716395, 10.14721677227666, 8.038428322719325]",8
49,49,null,"[6.941544356145666, 6.818489478400673, 24.349125481995454, 15.17471730081742]",9
50,50,null,"[1.0527449374598383, -1.161035242872171, -0.12687297899533875, -0.0002276390644866332]",0
51,51,null,"[0.20391958865198068, 0.8709596648812815, -1.3076254951738564, -0.5133917058139321]",1
52,52,null,"[0.2376437514748806, 1.8179840577803696, 2.344007770145581, -1.5281975695071335]",2
53,53,null,"[14.600692555496277, -1.016191330816599, 2.63004538341173, 6.149507463144479]",3
54,54,null,"[1.8293051020803381, -0.8211778435961037, 7.099771218282792, -2.6935442044848905]",4
55,55,null,"[2.973070208852509, 3.506493257348815, 7.519174536325916, 5.167449448873522]",5
56,56,null,"[-3.140228459292814, -2.027790093601963, 5.020435713377833, 8.556642686190694]",6
57,57,null,"[-6.157611344844035, 10.3015393737719, 15.718132663568872, -2.605584940864686]",7
58,58,null,"[1.6488364103917972, 3.1342914215884106, 11.435612761774276, 10.562961730599186]",8
59,59,null,"[16.17716233684038, 6.105600663794259, -1.8484598643284507, 22.05483433119577]",9
60,60,null,"[0.19844666956962315, -1.8240990712571976, -1.8103491981279087, 0.36824536459272245]",0
61,61,null,"[3.7126219491982377, 0.32797533289636494, 0.86768411649532, 3.4811195907102777]",1
62,62,null,"[1.8799838680061074, 1.2098743864592656, -3.4057347395772393, -4.3461514156604615]",2
63,63,null,"[7.0927508347699835, 3.541021794685893, -2.6843978813319067, 5.000229724359336]",3
64,64,null,"[12.220646494883916, 2.7201562232370478, 7.832097208105296, 3.742797859101528]",4
65,65,null,"[3.9323538800364033, -5.09921446944354, 3.534745010870296, 8.740853374558402]",5
66,66,null,"[12.740191801166223, -14.57485188944175, 9.430067538974367, 13.932548228911646]",6
67,67,null,"[6.472326094933771, -7.141991407247199, -1.138071861303084, 10.704849892532545]",7
68,68,null,"[3.4927760993868606, 19.14498354940969, 5.794171081275069, -11.606188488760882]",8
69,69,null,"[0.6917713201476161, 22.622576940125565, 17.464063694704926, 8.355871194747776]",9
70,70,null,"[1.12443983067737, 0.08607345102534399, 2.9730694601942926, 0.13198652764453495]",0
71,71,null,"[-1.5095410104244982, 0.2814208593152193, 0.5491427529479567, 1.0304183164356904]",1
72,72,null,"[0.6160315128862441, -0.5336003414122095, 6.240724940416327, -3.2708782359163804]",2
73,73,null,"[-0.19412370645577282, 4.85783954702968, 4.628908121966687, 7.336148994287431]",3
74,74,null,"[6.576824195469651, 1.6909090345033744, 11.673154708276652, 20.58147795909056]",4
75,75,null,"[8.190480265608551, 2.3481630795580974, 8.338605039017946, -7.101314768533097]",5
76,76,null,"[4.853782434527718, 9.488554023575778, 1.501323736541071, 9.523843628080158]",6
77,77,null,"[8.736910579571218, 15.958984027800502, -3.748638359242589, -1.656072827480589]",7
78,78,null,"[19.253059346082612, 13.554182916650614, -3.8400487188861305, 13.947648118733554]",8
79,79,null,"[13.800436838053749, 7.851570379010646, 8.541938427088349, 8.517043486167834]",9
80,80,null,"[-0.9636335031141826, 2.058740885848298, -0.09910054017300059, -0.3168672421878859]",0
81,81,null,"[-1.1642957013262718, 1.209853226557687, 1.336929809933718, 3.8509688887771407]",1
82,82,null,"[0.453687878781339, 3.512963529306461, -0.303764335647275, 2.3972520776600557]",2
83,83,null,"[1.8324906004839867, 1.1610191672335315, -1.2339533391006778, -0.021204099276038058]",3
84,84,null,"[4.485490714823161, 0.14317528888694575, 5.412202025458278, -5.098397409702359]",4
85,85,null,"[-9.21055623961674, -1.2466787170073204, -1.877012635238481, 11.719001209201044]",5
86,86,null,"[14.885133975837956, -4.30665898678259, 4.162749308995693, 2.5351710945615546]",6
87,87,null,"[-2.177301841323965, 16.591324041044455, 0.28638162716828663, 11.65138019664628]",7
88,88,null,"[21.239868949500543, -5.323992335008597, 8.297706369861123, 10.601003774105322]",8
89,89,null,"[-0.6849032814854645, 17.79458564724478, -3.5896422455315093, 0.28626369261114526]",9
90,90,null,"[-2.7745360085531336, 0.6095649331020394, -1.5487551884674675, -1.9851388155363645]",0
91,91,null,"[0.49291477700954667, -1.6979306262199287, 3.082383209695786, -1.077348763307438]",1
92,92,null,"[4.289139322476102, 3.009310004367964, 1.9242448538014767, 6.378404159818601]",2
93,93,null,"[1.0476574539131929, -3.472206589153844, 0.49493686841170526, -0.3561248748791286]",3
94,94,null,"[3.423368370448281, 3.645274393106297, 6.038289639258287, 5.62265867170893]",4
95,95,null,"[7.287075527619658, 15.896614483698286, 11.70154935982194, 1.934105049494136]",5
96,96,null,"[13.778751080344467, 2.0451885601879836, 18.016789955561034, -0.6364276617763798]",6
97,97,null,"[17.820910201805795, 6.545347538977006, 12.997643689102711, -7.453584127388984]",7
98,98,null,"[3.006284228693829, 18.758895015167973, 7.0732434020997355, 17.800814802771498]",8
99,99,null,"[26.325989396369682, 23.355657493950822, 7.196337899498791, 12.396682076690333]",9
100,100,null,"[-0.344268264369128, -1.5398067384052987, 1.0021671424567138, -1.103320582764294]",0
101,101,null,"[-5.5584956569756345, 1.1518612829854002, 1.0976557128826958, -0.5125803364614305]",1
102,102,null,"[2.6833647621687806, 2.1590985436596664, 1.150847395850984, 5.27017619587483]",2
103,103,null,"[-1.4203284409042682, 4.676973810581632, 5.648447175557498, 1.334481591933251]",3
104,104,null,"[1.443900135242072, 8.876540295240442, 7.696058658265517, 3.792999213259808]",4
105,105,null,"[4.369797342685353, 5.990958001883102, 8.656530135815382, 9.96513681985503]",5
106,106,null,"[14.260355112922756, 3.471962779396453, -4.341960177132579, 1.0632564905005566]",6
107,107,null,"[3.592928246983628, 6.879943195471471, 10.411776466217303, 4.3492252759638115]",7
108,108,null,"[-4.416356858029134, 20.871594863778792, 0.9977954537678961, 6.444436344460108]",8
109,109,null,"[29.10572333659331, 2.4486881153597366, -2.645313136896638, 0.709831265568619]",9
110,110,null,"[-0.37661668470217735, -0.9106804925626034, -0.13332106277777397, 0.9476270393962333]",0
111,111,null,"[-1.4810853309859002, 1.170927263229189, 2.350656933264063, -1.091435591053532]",1
112,112,null,"[9.827963541037848, -6.311556390964055, 2.2137915437777886, -0.8836018217908852]",2
113,113,null,"[4.949369898647717, 5.580738478465214, 4.711281691300531, -4.81382747296778]",3
114,114,null,"[6.553490303384912, -3.191721140998842, 6.464356003383452, 6.592038677056506]",4
115,115,null,"[8.814298281868165, -3.7987449968095763, 2.982846226579945, 9.702484346840837]",5
116,116,null,"[8.737735928436065, -2.3122784637115252, 11.487492840174312, 0.7374684468270942]",6
117,117,null,"[7.760025722067196, 2.3033999422020326, 15.354376800833293, 7.439779015135092]",7
118,118,null,"[30.126449037389, 9.392227129387674, 5.500308689565914, 4.824661841281588]",8
119,119,null,"[2.4630788537596144, 13.535797507134705, 2.4333711471388417, 19.515323754399475]",9
120,120,null,"[1.4458468036917063, 0.15992781246210977, 1.4273142294097068, 0.6427653750585247]",0
121,121,null,"[4.6636683714281695, 0.3956911505427605, -0.649124787763284, 2.0093497591288387]",1
122,122,null,"[-3.231981501437013, 4.803905220345932, 8.30505102471829, -0.2852335493719367]",2
123,123,null,"[1.3863997083465203, 5.039118451204492, 2.573967994362256, 5.226107077481389]",3
124,124,null,"[9.328705117519561, 4.650305101405937, 1.6086781732202078, 12.594562587928063]",4
125,125,null,"[9.007745715442507, 0.7608688688719409, 9.784345767244908, 15.163564058691595]",5
126,126,null,"[8.76733238519056, 5.994668459251432, -1.9678950975081149, 8.215485317576864]",6
127,127,null,"[11.82730929159951, 12.18590128438558, 9.123202163048326, 4.803475270473143]",7
128,128,null,"[0.5252904844823325, 0.3687320478332152, 2.3374154452369353, 20.889670836073275]",8
129,129,null,"[5.71476462890219, 10.615648822259605, 19.94066721899499, 31.14143060431536]",9
130,130,null,"[0.4962409734569212, -0.1205728319505833, 1.7914525702792956, 0.0633345715795753]",0
131,131,null,"[-0.3484796348693162, -1.4799441863778116, -1.780191101499319, 1.153199978411925]",1
132,132,null,"[5.9067523814043135, 4.407062140781706, 4.381754763610527, 4.757278546633014]",2
133,133,null,"[-4.422465985230816, 8.867065160990695, 2.434032457680967, 2.068841290719087]",3
134,134,null,"[-3.6031356128853265, 0.8536361428575905, 4.111495027340753, 0.3532071999608881]",4
135,135,null,"[-2.9735285105413887, -3.423640000655306, 0.6464191012966598, -0.5850511090432171]",5
136,136,null,"[15.79823653700214, -6.540568766666281, 7.25621341032966, 10.487603528072864]",6
137,137,null,"[1.8468740710232305, 17.451119816832914, 9.707392606462744, 8.756939679284866]",7
138,138,null,"[15.365452680451908, 5.157440770733442, 21.546933619777825, 4.6352136497849]",8
139,139,null,"[7.6614927125986005, -0.5523443522264984, 16.524739290255262, 2.791101701894047]",9
140,140,null,"[-0.3938670811026558, 0.032078426441119856, 0.5522175914175328, 1.0097122797924134]",0
141,141,null,"[-2.3701864534995307, 2.3018787720045513, 0.6658384338661614, 1.7147534948245569]",1
142,142,null,"[-0.340630679601587, 2.926842791190163, 3.3548796879917235, -0.6294951611348547]",2
143,143,null,"[-1.0583478550877166, 6.627761929453848, -0.11109250716019936, -4.107111714155074]",3
144,144,null,"[6.800391730026412, -0.3716498841789697, 6.204347278739371, 1.7160112969669075]",4
145,145,null,"[13.318001761506654, 10.697792543742224, 12.170790813532392, -0.7840266132140075]",5
146,146,null,"[3.057217025942057, 10.358603077618387, 19.849008380603166, 3.386495281331725]",6
147,147,null,"[3.9280430401009117, 0.35151156615046286, 9.758286890221125, 27.513629918862875]",7
148,148,null,"[17.118268886806163, 0.19553478412119318, 14.751960140614399, 19.671166291500665]",8
149,149,null,"[5.922433633395187, 15.912055554721269, 16.09381470466988, 7.154405432451341]",9
150,150,null,"[-0.7081087972838832, 0.871352053962512, -0.5587931986563874, 1.3654364133626418]",0
151,151,null,"[-2.5290938364344866, -1.3720830001105, -0.8355473877011341, 0.01286672734476868]",1
152,152,null,"[-0.1751399133136129, 6.181731246775794, -4.552780588393318, 8.685856143746845]",2
153,153,null,"[2.5329340294461216, 3.451277469229265, 5.500395489669188, 4.322160044057038]",3
154,154,null,"[-1.088325123844716, 3.7341034695515463, 10.035066675479333, 8.150795796411327]",4
155,155,null,"[9.20296466365591, 4.666022392127234, 17.84416963657127, 8.834969753191922]",5
156,156,null,"[-3.5051374489703537, 10.876334264148376, 8.063928108461045, 7.719977977347196]",6
157,157,null,"[10.007689235487312, 3.8214146204888144, -7.413819616822899, 5.649508565036255]",7
158,158,null,"[10.79126694635151, -4.747931966493578, 17.421521805667126, 11.26417032470619]",8
159,159,null,"[10.10277289195119, 15.442554765487138, 20.554376948102497, 14.780660394670345]",9
160,160,null,"[-0.6293998886211276, -0.5527575727579017, 2.0759312131494534, 0.0946205672279008]",0
161,161,null,"[2.9873176567191013, 1.508722047238045, -4.522932403522625, -1.2960780890965853]",1
162,162,null,"[1.4067135261289812, 10.037255366000812, -7.228889156588357, 0.5187308059348408]",2
163,163,null,"[0.8020125291920768, 7.411517006803956, 7.051641508358051, -2.214129282725394]",3
164,164,null,"[-4.879516118308475, 0.3838259506547139, 4.454873248797217, 7.790982832714027]",4
165,165,null,"[1.8518760904134743, -4.000896537093258, 14.011095319885747, 1.4449368716626996]",5
166,166,null,"[6.320835543080811, 9.695128484653194, 10.248895839574356, 21.361309930214]",6
167,167,null,"[3.8906281351053886, 9.55572893558873, 12.710101161800086, 15.381719073377067]",7
168,168,null,"[12.280627275460482, 5.746252402813639, 21.290408962730485, 12.448958042613658]",8
169,169,null,"[4.180862909795151, -6.679727116349367, 9.565482717036312, -1.9365350996598067]",9
170,170,null,"[-0.8793662009071092, -1.2167249597334748, 0.6669691103765255, 1.7895078899939771]",0
171,171,null,"[5.624275401156003, 0.28144134618977756, 0.5871202554274564, -0.0725563590391407]",1
172,172,null,"[1.4060616686336855, -0.9144929547648961, 2.299159100840911, 6.841470810832113]",2
173,173,null,"[1.4643702476744138, 0.1126827429466708, 9.508810546135502, 2.0525636177973605]",3
174,174,null,"[10.019611024724501, 0.8502640861949389, 5.770221298249635, 2.8369894306339267]",4
175,175,null,"[6.8478761217157125, -1.705686156887177, 7.211555503557253, 3.9095489411838487]",5
176,176,null,"[-3.992499700236074, 7.9038488328643215, -5.927488501355095, 2.3808682450613574]",6
177,177,null,"[11.587153805191004, 26.437524204746243, 21.95125307494847, 4.748689889833188]",7
178,178,null,"[4.927454476245547, 3.4768415125329337, 22.491555752573404, 11.313124706270823]",8
179,179,null,"[-11.761118408959653, 14.967704422678532, 5.829451680217751, 6.078163289288705]",9
180,180,null,"[0.18597292724374676, 1.8360061023110994, 0.8988352300656723, 0.41027056544864954]",0
181,181,null,"[-1.8155757785085997, 0.2531939700868232, 0.8992035479339325, 1.2689397251157282]",1
182,182,null,"[1.047362021535956, 8.421317372756874, 0.16052402043203173, 3.377008715493514]",2
183,183,null,"[-2.392853080706982, 2.325690061670665, 3.7731536028267625, -3.556250551993795]",3
184,184,null,"[5.478850768813436, 11.135504833269461, 2.1241818038844693, 13.985703534983305]",4
185,185,null,"[6.550837958244305, 9.012802753037652, 8.229871510943095, 1.0671172793178263]",5
186,186,null,"[3.454269224989737, 3.7869101560830454, 11.235425237767437, -0.0478386117042886]",6
187,187,null,"[13.791703269265499, -4.00399313833042, 3.436203135623265, 12.380666850356114]",7
188,188,null,"[11.105470691292819, 16.873753415333248, 3.316303243886143, 4.691478581324241]",8
189,189,null,"[-6.5493427004177835, 3.5616756272226713, -8.04119119273388, -1.9422968092352058]",9
190,190,null,"[-0.40658527253210136, -0.025060505081364648, 0.5123018238040252, 0.9106214989082189]",0
191,191,null,"[2.310734228031806, 3.849985627229315, 2.836615747006424, -1.3358684692771972]",1
192,192,null,"[6.163223496135473, 5.425716242749367, 3.7519418130178015, -0.6977357434620659]",2
193,193,null,"[-0.4056483335797547, 6.504720304695551, 3.876798180126358, -4.819018569286653]",3
194,194,null,"[10.276446319091402, 4.731700248642352, -4.676060713638668, -0.7766863252489236]",4
195,195,null,"[1.4672597889517682, 5.750965846188428, 1.5671639448149768, -2.182449101712084]",5
196,196,null,"[-3.0970538989315095, 12.750359980211716, -0.03633092611610511, 0.6061433053764258]",6
197,197,null,"[2.115736542689361, -5.33555116005083, 7.564115913795456, 21.624154790735226]",7
198,198,null,"[18.181548687959168, 9.621229964533427, 0.9409160907491678, -9.192786199162942]",8
199,199,null,"[14.431288045200944, 30.76300845536421, 20.068893291769157, 12.185738639866294]",9
200,200,null,"[-0.11414809054419467, 0.5858033982316978, 0.45103494674117556, -0.9141984418210573]",0
201,201,null,"[-1.5863134941496342, 2.1232640713377364, 4.269185388902608, 3.819476072024039]",1
202,202,null,"[0.26971332604258436, 0.10913843711823401, 1.5505405481285028, 1.1523145276069746]",2
203,203,null,"[4.481755734686303, 0.7401830515629109, 11.607442510805852, 5.864335911232703]",3
204,204,null,"[0.674502423567092, -1.422901096181616, 8.7309297790835, 11.24604820547917]",4
205,205,null,"[-5.521691473299082, -0.6840434617896047, 4.990220673032788, 1.9564246136018628]",5
206,206,null,"[0.3884780484035666, 8.188277944133981, 6.457500982357992, 5.0825390628530895]",6
207,207,null,"[4.102249704196085, 8.194346954634703, 15.995273773210691, 13.677935467625048]",7
208,208,null,"[8.880449085873506, 9.291367634932085, 11.403198223287376, 33.206938863039134]",8
209,209,null,"[13.571034969550675, 4.986678437686824, 19.385711579442074, 15.076643674146613]",9
210,210,null,"[-2.247870328639404, 2.511707569761991, 0.8782351470983204, 1.2498742598882286]",0
211,211,null,"[-0.48870669654865817, 0.8603858749610348, -0.09445815952916914, 2.007997954887185]",1
212,212,null,"[1.3389555672557092, 1.1556219805296992, -0.9340609552224421, 5.567549771509867]",2
213,213,null,"[2.4883919086000743, 3.33723585462797, 4.618134951497122, -8.255110538525507]",3
214,214,null,"[0.9147320324578083, 5.445206297588307, 4.137986100899531, 11.269212912398398]",4
215,215,null,"[-0.24545447393274067, 13.792749993694436, -5.100260298651623, 7.5470294241416696]",5
216,216,null,"[-4.478349968370322, -2.7675220269201652, 7.22846478101768, -3.8786136951261767]",6
217,217,null,"[3.0092016094345024, 11.013681538506194, 22.324608272460377, -4.688085836762834]",7
218,218,null,"[8.069835877642747, -1.2216403046830457, 10.192165617003754, -6.810884001717977]",8
219,219,null,"[-0.5079038989561635, 12.644693369866243, -0.5425077024640519, 7.281265153528645]",9
220,220,null,"[0.029332706045921468, -1.5375368380362988, -0.2677511007934687, 0.06697385610046763]",0
221,221,null,"[3.0109916110040333, 3.5673322003833956, 1.4624262106446433, 4.115041637791617]",1
222,222,null,"[9.233168282596843, 6.805769482163514, 6.210311094171491, 2.916639934170435]",2
223,223,null,"[2.121919254758281, 1.0722699708815782, 4.479455832788731, 4.47357851387107]",3
224,224,null,"[7.653385777437309, 3.4830635663298586, 5.809972031900162, 9.994624688717217]",4
225,225,null,"[4.155673483820175, -2.8397514582967265, 3.6209413255976077, 8.740703385715396]",5
226,226,null,"[-0.7361191368738425, 8.726168465662706, -11.615034745036624, -2.3598464712314122]",6
227,227,null,"[-7.23091264982987, 10.158034527982295, 9.128605526431164, 8.224882211253368]",7
228,228,null,"[9.26445137438069, 5.782830830010923, 9.68627721631858, -3.0306415712620165]",8
229,229,null,"[7.265801732688358, 8.345109670879685, 22.878388592865115, 7.739858609240862]",9
230,230,null,"[0.42956803473603433, 0.006009505063280594, -2.1813311020950397, 1.4962401012934052]",0
231,231,null,"[5.77885617461176, 2.7402992812745377, -1.8408071828427484, -0.17335185721908797]",1
232,232,null,"[3.7306386183162954, 10.184490721907556, 1.362688914050214, 5.755779095621976]",2
233,233,null,"[0.8090458894461601, 4.807031240329552, 1.9594663167679671, 4.315491246115544]",3
234,234,null,"[-0.7667036450607139, -2.7811388482157318, -0.3958962182577537, 4.628060725556886]",4
235,235,null,"[2.9405362120350462, 6.414594276691374, -0.12669722536075234, 15.411056217152225]",5
236,236,null,"[13.807828429391392, 8.741752711039767, 0.6313357964638122, 0.5325981530402197]",6
237,237,null,"[-5.894456225505374, 3.1933630418586807, 17.3310773723424, -2.6372476537350487]",7
238,238,null,"[21.262860864670643, 11.091934022945734, 1.0878440971800565, 3.1369021210889025]",8
239,239,null,"[6.529129621331185, 21.294021728158018, 2.7903032694390664, 0.12589938142965984]",9
240,240,null,"[0.266765417880615, 0.19786665489247224, 0.8785256438384021, -0.2490690555916585]",0
241,241,null,"[1.6082578698061587, 1.7057373397291773, 2.427481667375388, 2.990814023153203]",1
242,242,null,"[2.066223844078113, 4.740704679886908, 2.7626308053136004, 2.498100817916112]",2
243,243,null,"[3.940222849350775, 6.12987599021594, -1.1324306589739939, 2.841365917582758]",3
244,244,null,"[7.829741099147975, 3.6053590904367496, 1.8308132451159014, 0.27598223604657246]",4
245,245,null,"[7.738015577543974, -1.5168433086110635, 8.318379191361966, -4.760597953572788]",5
246,246,null,"[-1.1401411415984546, 5.387571181381463, 15.278524559366323, 10.87470365151971]",6
247,247,null,"[10.742773618703787, 15.638857914079175, -8.250303779934155, 9.422188503685309]",7
248,248,null,"[14.999225103181333, 4.46929862434343, 5.4666543771794185, 13.876953932408828]",8
249,249,null,"[11.642211274470354, 1.8896109796996825, -0.30475820825664, 18.023351846670234]",9
250,250,null,"[-0.10791943240462426, 0.5026242315964302, -1.052681422229472, 0.03671251746871896]",0
251,251,null,"[2.0103491957921777, 0.6309626879455574, 4.299910349725345, 0.6493790833349729]",1
252,252,null,"[3.231099368845812, 1.0056845430848962, 6.187789723425315, -0.20029944175967707]",2
253,253,null,"[2.383000470258021, 5.194632058592077, 9.09314871940837, 4.080955064499239]",3
254,254,null,"[12.609563392158325, 2.590109401988646, 2.97247943814791, 8.69432927042617]",4
255,255,null,"[4.806941951617836, 15.310344352997408, 8.729101810269926, 8.17368759531047]",5
256,256,null,"[12.592593198715656, 12.97583465071393, 1.972014947074035, 2.571461009159206]",6
257,257,null,"[11.421545184892803, 3.349491958433257, 1.6561554720662297, 9.670349440781923]",7
258,258,null,"[9.466013351235912, 7.291590393267397, 16.50880104575457, -7.006781924287198]",8
259,259,null,"[1.4975238670670006, 1.1698822459556544, 36.02659839230286, -8.2222857543643]",9
260,260,null,"[-0.4277986927061179, 1.0713454841358154, -0.4032065986941574, -1.7361793526995437]",0
261,261,null,"[1.6648656412076073, 1.4849744171527248, 1.887602279507798, 1.6399726636072258]",1
262,262,null,"[5.297872076901143, 6.730873537246337, 2.114070404180416, -2.9961992824916477]",2
263,263,null,"[-1.4352513998472327, 1.6288993078847418, -1.4046083189418468, 2.230513665806573]",3
264,264,null,"[5.042963030786186, -6.8112761523107395, 9.20459434137911, 2.6177964038609227]",4
265,265,null,"[5.567552158114405, 4.087026950920045, 3.0042097185794208, 9.456008594393577]",5
266,266,null,"[1.300332448561786, 6.623230275059601, 6.740448226779099, 12.486278669543369]",6
267,267,null,"[9.00665167664193, 6.470644603374806, -1.9397856115728551, 12.75607345052384]",7
268,268,null,"[13.925614733885528, 14.47721595713637, -3.108679018284036, 2.428343534720785]",8
269,269,null,"[22.86913107743296, 10.75550860108555, 10.534323574047065, 9.257199361165243]",9
270,270,null,"[0.35100453447846514, 0.26839091737711746, -0.13569728371085982, 1.0094780447233773]",0
271,271,null,"[1.4740215509216301, 2.306272901362189, 5.910416800318093, 4.519851350758329]",1
272,272,null,"[2.616536396765194, 1.0354123989879487, 7.217530892476939, 1.3745000115849026]",2
273,273,null,"[-9.989200298314111, 2.077911790279212, 4.002917797280057, 3.099012685468683]",3
274,274,null,"[4.7935854501335955, 3.05983685328065, 7.327646176579004, 7.853364038324473]",4
275,275,null,"[3.823827399214767, 3.4356952077151095, 7.7006164208429535, 8.888571803179172]",5
276,276,null,"[0.47331779240308247, 15.921937207533059, 1.05791735634104, -0.6093266709458893]",6
277,277,null,"[-9.353923715657292, 9.381916600681425, 7.531573933728405, 11.884913423077382]",7
278,278,null,"[0.2142505723104069, 9.576733638852373, 6.910327508879042, 17.930918860145688]",8
279,279,null,"[-4.660514994007247, 4.373597604186172, 16.988974711847742, 4.658429815261102]",9
280,280,null,"[-0.18860329186166894, 0.9396162752324233, -0.13203718887380012, 2.58241720188531]",0
281,281,null,"[0.7184674031265408, 2.380860601211073, 2.381581969490837, 2.1133734904214223]",1
282,282,null,"[3.8434126719377306, 2.153224497497398, 4.193872688605367, 3.6827733767291506]",2
283,283,null,"[2.675049983175928, 1.5762866314980644, -4.697180330541685, 5.48386950335281]",3
284,284,null,"[10.116706585374402, -2.2800512588068305, 3.2582613989488456, 4.374539856454474]",4
285,285,null,"[13.704139463326095, 14.210974651346751, -3.6375635053818236, 3.0142516453731405]",5
286,286,null,"[-1.088789983323033, 7.971947290577289, 18.188265752465767, 1.234496569485393]",6
287,287,null,"[16.841496570124225, 3.5192126838280307, -3.473814696280863, 3.81687655417116]",7
288,288,null,"[17.522703518250342, 1.402733066803485, 3.023881490202964, 17.29143969756921]",8
289,289,null,"[0.6282633148231263, 0.29803321477902145, 22.7400665944909, 17.815439852355404]",9
290,290,null,"[1.1100320697165609, -1.3628398775216573, 1.3764732665001178, 0.819197804503553]",0
291,291,null,"[-0.33046373099068327, -2.045818844163289, 0.06984841845130618, -0.7881601988555416]",1
