,id,filename,vector,label
43,43,../../images/data/1865/207.jpg,"[0.14600422978401184, -0.32891789078712463, -0.2471797615289688, -1.2130070924758911]",0
44,44,../../images/data/1865/367.jpg,"[0.514883816242218, -0.37299326062202454, 0.12179230153560638, -1.746906042098999]",0
45,45,../../images/data/1865/398.jpg,"[0.5684407353401184, -0.15389062464237213, 0.7455568313598633, -1.4670135974884033]",0
46,46,../../images/data/1865/159.jpg,"[-0.11859484761953354, 0.21053527295589447, 0.07208786904811859, -0.6744005680084229]",0
47,47,../../images/data/1865/165.jpg,"[2.659419536590576, -1.5251288414001465, -2.48791241645813, -2.5651018619537354]",0
48,48,../../images/data/1865/64.jpg,"[0.06391683965921402, -0.36687031388282776, 0.7329833507537842, -1.9406460523605347]",0
49,49,../../images/data/1865/70.jpg,"[0.10899732261896133, -0.2995331585407257, 0.865300178527832, -1.345400094985962]",0
50,50,../../images/data/1865/58.jpg,"[0.6216104626655579, 0.2606203258037567, 0.40517184138298035, -0.5647791624069214]",0
51,51,../../images/data/1865/198.jpg,"[2.6760361194610596, 0.5043162107467651, -0.7430605888366699, 1.5497066974639893]",0
52,52,../../images/data/1865/66.jpg,"[-0.24299904704093933, 0.33536574244499207, 1.4318925142288208, -1.3679323196411133]",0
53,53,../../images/data/1865/72.jpg,"[0.47942855954170227, -0.12712837755680084, 1.1235296726226807, -1.3407385349273682]",0
54,54,../../images/data/1865/99.jpg,"[1.4121668338775635, -0.6757047176361084, -0.44387486577033997, -1.244222640991211]",0
55,55,../../images/data/1865/173.jpg,"[-3.7531490325927734, -1.354567289352417, 2.5478837490081787, 0.46575072407722473]",0
56,56,../../images/data/1865/365.jpg,"[0.6591632962226868, -0.31179186701774597, 0.3656098544597626, -2.4033803939819336]",0
57,57,../../images/data/1865/359.jpg,"[0.21330884099006653, -0.535868763923645, 2.0507001876831055, -1.5572865009307861]",0
58,58,../../images/data/1865/211.jpg,"[0.39241185784339905, 0.2972972095012665, -0.7315490245819092, -0.9429768919944763]",0
59,59,../../images/data/1865/205.jpg,"[-1.124770164489746, -0.9893920421600342, 1.4604918956756592, -0.2166973054409027]",0
60,60,../../images/data/1865/238.jpg,"[1.251711368560791, 0.21168731153011322, 0.1805490106344223, -2.1745283603668213]",0
61,61,../../images/data/1865/204.jpg,"[1.282639741897583, -2.8271079063415527, 1.6974055767059326, -1.629103660583496]",0
62,62,../../images/data/1865/210.jpg,"[-0.30505844950675964, -0.8174707889556885, 1.3179490566253662, -1.3377184867858887]",0
63,63,../../images/data/1865/370.jpg,"[-0.1304372251033783, -0.14427883923053741, 0.7256275415420532, -0.6052379608154297]",0
64,64,../../images/data/1865/364.jpg,"[-0.505337655544281, -1.2914665937423706, 0.14839766919612885, -1.7603342533111572]",0
65,65,../../images/data/1865/172.jpg,"[0.6844313740730286, -0.5524283647537231, 1.46303391456604, -1.9002505540847778]",0
66,66,../../images/data/1865/98.jpg,"[1.0590128898620605, -0.037673015147447586, 0.5514717102050781, -2.068556785583496]",0
67,67,../../images/data/1865/73.jpg,"[0.4494653046131134, -0.4587477147579193, 0.8241095542907715, -0.43909963965415955]",0
68,68,../../images/data/1865/199.jpg,"[0.28649380803108215, -0.06638648360967636, 0.13219164311885834, -1.3023488521575928]",0
69,69,../../images/data/1865/9.jpg,"[0.3885526955127716, -0.08852317184209824, 0.6001622676849365, -2.702791690826416]",0
70,70,../../images/data/1865/14.jpg,"[0.009139572270214558, 0.15819023549556732, 0.08168773353099823, -1.739675521850586]",0
71,71,../../images/data/1865/28.jpg,"[2.876675844192505, -0.4949052631855011, -1.212289571762085, -2.2318806648254395]",0
72,72,../../images/data/1865/101.jpg,"[0.19441178441047668, 0.6422840356826782, -0.5052969455718994, -1.4476878643035889]",0
73,73,../../images/data/1865/115.jpg,"[0.35109928250312805, -0.3622753918170929, -0.7133960723876953, -2.1307530403137207]",0
74,74,../../images/data/1865/303.jpg,"[-0.09998174756765366, -0.5306816101074219, 0.6157431602478027, -1.7338671684265137]",0
75,75,../../images/data/1865/288.jpg,"[0.3744807541370392, 0.3812098205089569, 0.021691543981432915, -2.7792880535125732]",0
76,76,../../images/data/1865/277.jpg,"[1.9068348407745361, -0.275380402803421, -0.49256613850593567, -0.1063217893242836]",0
77,77,../../images/data/1865/263.jpg,"[0.7283735871315002, -0.3961646854877472, -0.001937167951837182, -1.5519251823425293]",0
78,78,../../images/data/1865/276.jpg,"[0.4695585072040558, -0.680431604385376, 0.9228153228759766, -2.0862138271331787]",0
79,79,../../images/data/1865/289.jpg,"[-1.7404017448425293, -0.133455291390419, -1.4843320846557617, -0.14668795466423035]",0
80,80,../../images/data/1865/316.jpg,"[0.6746805310249329, 0.29050180315971375, 1.0922131538391113, -1.6955065727233887]",0
81,81,../../images/data/1865/114.jpg,"[-1.664391279220581, 1.402143955230713, 0.11377547681331635, -4.216663360595703]",0
82,82,../../images/data/1865/100.jpg,"[0.3579360544681549, -0.14637865126132965, 0.47049400210380554, -1.0057480335235596]",0
83,83,../../images/data/1865/128.jpg,"[0.2108798325061798, -0.03659750893712044, -0.5238797664642334, -1.276742935180664]",0
84,84,../../images/data/1865/15.jpg,"[1.1169548034667969, 0.11046264320611954, 0.9348452091217041, -2.2480549812316895]",0
85,85,../../images/data/1865/17.jpg,"[0.369660884141922, -0.2829149067401886, 1.033496618270874, -2.1591954231262207]",0
86,86,../../images/data/1865/116.jpg,"[-0.664638102054596, -0.6923022270202637, 1.5479695796966553, -0.30870673060417175]",0
87,87,../../images/data/1865/328.jpg,"[-0.022452080622315407, -0.5321452617645264, 1.0038630962371826, -1.3327105045318604]",0
88,88,../../images/data/1865/314.jpg,"[-0.366443008184433, -1.3961718082427979, 1.401559591293335, -1.587469220161438]",0
89,89,../../images/data/1865/300.jpg,"[-0.06982060521841049, -0.9364602565765381, 0.1664709895849228, -1.2755094766616821]",0
90,90,../../images/data/1865/260.jpg,"[0.18481329083442688, -0.8559184074401855, 0.6049025058746338, -1.2106657028198242]",0
91,91,../../images/data/1865/274.jpg,"[0.5031444430351257, -0.8039414286613464, 1.6996433734893799, 0.5236762762069702]",0
92,92,../../images/data/1865/275.jpg,"[0.7082858681678772, -0.47839096188545227, 0.5406222343444824, -1.5725605487823486]",0
93,93,../../images/data/1865/249.jpg,"[0.8143637776374817, -0.5395373106002808, 0.607628583908081, -0.8722341060638428]",0
94,94,../../images/data/1865/301.jpg,"[-0.3382098376750946, -0.8690013885498047, 0.17582331597805023, -0.4707721173763275]",0
95,95,../../images/data/1865/315.jpg,"[0.248977929353714, -0.07093717902898788, 0.5499145984649658, -1.6897131204605103]",0
96,96,../../images/data/1865/103.jpg,"[0.32267406582832336, 0.11883649975061417, 1.146078109741211, -0.8938663005828857]",0
97,97,../../images/data/1865/117.jpg,"[2.117011547088623, -2.168365955352783, -2.7227344512939453, -3.70519757270813]",0
98,98,../../images/data/1865/16.jpg,"[-0.17433878779411316, -0.16751064360141754, 0.8110408782958984, -1.9651024341583252]",0
99,99,../../images/data/1865/113.jpg,"[-0.31326839327812195, -0.8779332637786865, 1.8126575946807861, -1.7313541173934937]",0
100,100,../../images/data/1865/107.jpg,"[-0.06515248864889145, -0.5620791912078857, 0.9335379600524902, -0.8850470185279846]",0
101,101,../../images/data/1865/311.jpg,"[0.29067280888557434, -0.7376229763031006, 0.1086425632238388, -1.814913034439087]",0
102,102,../../images/data/1865/339.jpg,"[0.7958146929740906, 0.03737972304224968, 1.026404619216919, -0.683990478515625]",0
103,103,../../images/data/1865/265.jpg,"[-0.20022746920585632, -1.1567871570587158, 1.1232402324676514, -1.7022936344146729]",0
104,104,../../images/data/1865/271.jpg,"[-1.9106413125991821, -1.2443478107452393, -0.6572611331939697, -4.698025703430176]",0
105,105,../../images/data/1865/258.jpg,"[0.28160837292671204, -0.5235060453414917, 1.228609561920166, -0.8318005800247192]",0
106,106,../../images/data/1865/270.jpg,"[-0.4454767405986786, -1.0111135244369507, 0.618503212928772, -2.275528907775879]",0
107,107,../../images/data/1865/264.jpg,"[0.7783887982368469, -0.8585405349731445, 0.6032569408416748, -0.9827346801757812]",0
108,108,../../images/data/1865/304.jpg,"[-0.08751984685659409, -0.24513079226016998, 0.32889267802238464, -2.8149170875549316]",0
109,109,../../images/data/1865/310.jpg,"[1.9589152336120605, 0.5362412929534912, 0.09264443814754486, 1.4683313369750977]",0
110,110,../../images/data/1865/106.jpg,"[0.4618437588214874, -0.03740503266453743, -0.009070651605725288, -1.5836681127548218]",0
111,111,../../images/data/1865/13.jpg,"[-1.0089678764343262, -0.15605999529361725, 0.9904446601867676, -1.5289583206176758]",0
112,112,../../images/data/1865/39.jpg,"[3.6042113304138184, 2.1231515407562256, 2.855001926422119, -3.7443411350250244]",0
113,113,../../images/data/1865/11.jpg,"[0.21993210911750793, 0.35068032145500183, -0.3350706398487091, -0.3424845039844513]",0
114,114,../../images/data/1865/110.jpg,"[0.5013557076454163, -0.218841090798378, -1.0142786502838135, -2.5032339096069336]",0
115,115,../../images/data/1865/138.jpg,"[0.8751681447029114, -0.5413467884063721, -0.05193020775914192, -1.3542377948760986]",0
116,116,../../images/data/1865/306.jpg,"[1.1679787635803223, -0.3197825253009796, 0.6543161869049072, -2.8775177001953125]",0
117,117,../../images/data/1865/299.jpg,"[-0.06982060521841049, -0.9364602565765381, 0.1664709895849228, -1.2755094766616821]",0
118,118,../../images/data/1865/272.jpg,"[3.182295083999634, -0.3132980167865753, -3.6478023529052734, -1.0375890731811523]",0
119,119,../../images/data/1865/266.jpg,"[1.8288981914520264, -1.237793207168579, -1.030318260192871, -1.5354079008102417]",0
120,120,../../images/data/1865/273.jpg,"[0.24068304896354675, -0.48460760712623596, 0.8780767917633057, -1.2287628650665283]",0
121,121,../../images/data/1865/298.jpg,"[-0.19387385249137878, 0.10166070610284805, 0.706525444984436, -0.8248465061187744]",0
122,122,../../images/data/1865/313.jpg,"[0.309754878282547, -0.16431833803653717, -0.28809788823127747, -1.5139729976654053]",0
123,123,../../images/data/1865/139.jpg,"[0.6529679894447327, -0.918893575668335, 0.42743465304374695, -0.8104374408721924]",0
124,124,../../images/data/1865/111.jpg,"[0.7571321129798889, -1.5152812004089355, 1.8620867729187012, -2.043710231781006]",0
125,125,../../images/data/1865/105.jpg,"[0.0955684557557106, -0.22158671915531158, 2.0511856079101562, -1.2369740009307861]",0
126,126,../../images/data/1865/38.jpg,"[-0.4677881896495819, -0.4400312006473541, 1.6004207134246826, -1.1712300777435303]",0
127,127,../../images/data/1865/21.jpg,"[0.5102445483207703, -0.39643338322639465, 1.4568884372711182, -0.7461017370223999]",0
128,128,../../images/data/1865/35.jpg,"[-1.5950324535369873, 1.9889509677886963, -3.107201337814331, -2.9009969234466553]",0
129,129,../../images/data/1865/120.jpg,"[1.256700038909912, -1.0972070693969727, 1.253300428390503, -1.9954111576080322]",0
130,130,../../images/data/1865/134.jpg,"[1.3628425598144531, 0.15166877210140228, 0.7626502513885498, -2.990342617034912]",0
131,131,../../images/data/1865/322.jpg,"[-0.07873710244894028, -0.5216577053070068, -0.2682249844074249, -0.9840923547744751]",0
132,132,../../images/data/1865/295.jpg,"[0.07990316301584244, 0.3174383342266083, -0.23081137239933014, -1.6016730070114136]",0
133,133,../../images/data/1865/281.jpg,"[1.0245459079742432, -0.05829085782170296, 0.17874692380428314, -2.111135959625244]",0
134,134,../../images/data/1865/256.jpg,"[-0.3043040931224823, 0.41006848216056824, -0.7880525588989258, -2.3878135681152344]",0
135,135,../../images/data/1865/243.jpg,"[0.4875395596027374, 0.07131395488977432, -0.2102372795343399, -1.9559890031814575]",0
136,136,../../images/data/1865/257.jpg,"[-0.40861713886260986, 0.7864478826522827, 1.2826550006866455, -0.9222640991210938]",0
137,137,../../images/data/1865/280.jpg,"[-0.9204086661338806, -0.7585766315460205, 0.4674226939678192, -2.602102279663086]",0
138,138,../../images/data/1865/337.jpg,"[0.8666206002235413, 0.9111325740814209, -0.44466713070869446, -2.2693495750427246]",0
139,139,../../images/data/1865/323.jpg,"[0.5173212885856628, -2.9593989849090576, -0.7511613368988037, -2.5959410667419434]",0
140,140,../../images/data/1865/135.jpg,"[-0.17863008379936218, 0.3199023902416229, 1.2007718086242676, -3.174363851547241]",0
141,141,../../images/data/1865/109.jpg,"[0.531921923160553, 0.47946664690971375, 0.24190209805965424, -1.2005870342254639]",0
142,142,../../images/data/1865/34.jpg,"[0.7855001091957092, -0.0604255385696888, 0.09302471578121185, -1.2790608406066895]",0
143,143,../../images/data/1865/20.jpg,"[0.8299626708030701, -0.3359105885028839, 1.1168878078460693, -2.4790143966674805]",0
144,144,../../images/data/1865/22.jpg,"[-2.8761444091796875, 0.2204894870519638, 0.14414523541927338, -2.2098257541656494]",0
145,145,../../images/data/1865/137.jpg,"[0.3862161934375763, -0.11995115131139755, 1.1164283752441406, -1.0827608108520508]",0
146,146,../../images/data/1865/123.jpg,"[0.6851420998573303, -0.5919525623321533, -0.11466409265995026, -1.694047451019287]",0
147,147,../../images/data/1865/335.jpg,"[0.6755397915840149, 0.651232123374939, 1.9781477451324463, -1.6022593975067139]",0
148,148,../../images/data/1865/321.jpg,"[2.4762821197509766, 1.5734870433807373, 0.990424394607544, -4.816740036010742]",0
149,149,../../images/data/1865/282.jpg,"[2.513853073120117, 2.086029052734375, 4.300195217132568, -3.543898820877075]",0
150,150,../../images/data/1865/269.jpg,"[0.4480353891849518, -0.2613835632801056, 0.5650796890258789, -1.9746828079223633]",0
151,151,../../images/data/1865/241.jpg,"[-0.029327834025025368, -4.098965644836426, -1.2189264297485352, -3.491719961166382]",0
152,152,../../images/data/1865/255.jpg,"[1.1984148025512695, 0.41296908259391785, 0.1550893634557724, -0.6145336627960205]",0
153,153,../../images/data/1865/240.jpg,"[0.410817414522171, -0.51289963722229, 0.5787615776062012, -2.640254020690918]",0
154,154,../../images/data/1865/268.jpg,"[-3.913975238800049, -2.4191973209381104, 0.7176445722579956, -1.613541603088379]",0
155,155,../../images/data/1865/297.jpg,"[0.4918895661830902, -0.790346622467041, 0.13808725774288177, -1.3585665225982666]",0
156,156,../../images/data/1865/320.jpg,"[2.7250537872314453, -2.464216709136963, -2.6913723945617676, -2.544579029083252]",0
157,157,../../images/data/1865/334.jpg,"[1.4019739627838135, -3.145007610321045, 0.5628664493560791, -2.9312353134155273]",0
158,158,../../images/data/1865/308.jpg,"[-0.3699673116207123, 0.10157791525125504, 1.0364723205566406, -0.03456059843301773]",0
159,159,../../images/data/1865/136.jpg,"[0.06028846278786659, -0.6588807106018066, -0.3251819908618927, -3.2139739990234375]",0
160,160,../../images/data/1865/23.jpg,"[0.6334959864616394, -0.26292136311531067, -0.17208124697208405, -0.7508893013000488]",0
161,161,../../images/data/1865/37.jpg,"[0.9282472729682922, -0.4411156475543976, 0.801344633102417, -1.8373260498046875]",0
162,162,../../images/data/1865/27.jpg,"[0.6814997792243958, -0.8087301254272461, 0.4919874370098114, -2.393602132797241]",0
163,163,../../images/data/1865/132.jpg,"[1.3203399181365967, -0.3401844799518585, 0.4795038402080536, -2.3180131912231445]",0
164,164,../../images/data/1865/126.jpg,"[1.010857343673706, -1.2274906635284424, 0.33588501811027527, -2.0232605934143066]",0
165,165,../../images/data/1865/324.jpg,"[0.2233898937702179, 0.4012596309185028, 1.0822408199310303, -0.741867184638977]",0
166,166,../../images/data/1865/318.jpg,"[0.09410885721445084, 0.6118506193161011, -0.0068075829185545444, -1.7188471555709839]",0
167,167,../../images/data/1865/287.jpg,"[0.5781182646751404, -0.040823716670274734, 0.5585250854492188, -1.3419194221496582]",0
168,168,../../images/data/1865/244.jpg,"[0.8071301579475403, -0.9793901443481445, 0.7914378643035889, -1.632230281829834]",0
169,169,../../images/data/1865/250.jpg,"[-0.3820638358592987, 0.4046773612499237, -0.5897085666656494, -2.0745689868927]",0
170,170,../../images/data/1865/278.jpg,"[1.2392431497573853, -0.553752064704895, 0.9338705539703369, -0.9783836603164673]",0
171,171,../../images/data/1865/251.jpg,"[0.8269261717796326, -0.6654622554779053, 0.5917530059814453, -1.2940044403076172]",0
172,172,../../images/data/1865/245.jpg,"[0.46587494015693665, 0.956966757774353, 0.4004652202129364, -2.202387809753418]",0
173,173,../../images/data/1865/292.jpg,"[0.10669497400522232, -0.7637122869491577, -0.18065764009952545, -1.5042282342910767]",0
174,174,../../images/data/1865/319.jpg,"[-0.8991938233375549, -0.16967083513736725, 0.9377031326293945, -0.6798403263092041]",0
175,175,../../images/data/1865/325.jpg,"[1.0255132913589478, 1.7775778770446777, -0.4478817284107208, -0.8384173512458801]",0
176,176,../../images/data/1865/331.jpg,"[-0.2710704505443573, 0.06095884367823601, 1.9725532531738281, -1.6212794780731201]",0
177,177,../../images/data/1865/133.jpg,"[-0.08624764531850815, 0.31197628378868103, 1.5181946754455566, -1.8217551708221436]",0
178,178,../../images/data/1865/26.jpg,"[0.22638705372810364, 0.5204334259033203, 0.5925465822219849, -2.858022689819336]",0
179,179,../../images/data/1865/32.jpg,"[1.374804973602295, -0.9356024265289307, 0.3965775668621063, -1.3506879806518555]",0
180,180,../../images/data/1865/24.jpg,"[0.6596499085426331, 0.38978978991508484, 0.42513391375541687, -2.813706159591675]",0
181,181,../../images/data/1865/30.jpg,"[0.5210724472999573, -0.10057952255010605, 0.9254922866821289, -2.0964279174804688]",0
182,182,../../images/data/1865/125.jpg,"[3.2901506423950195, 0.8751603364944458, -1.7487435340881348, -3.608238697052002]",0
183,183,../../images/data/1865/119.jpg,"[0.3878207504749298, -0.14828898012638092, -0.45189169049263, -1.4199824333190918]",0
184,184,../../images/data/1865/327.jpg,"[0.19501522183418274, 0.027185898274183273, 0.5837252140045166, -1.6584594249725342]",0
185,185,../../images/data/1865/333.jpg,"[0.47870877385139465, -0.646926999092102, 0.7994680404663086, -1.7554574012756348]",0
186,186,../../images/data/1865/284.jpg,"[-0.7246488928794861, -0.7790498733520508, 1.0092825889587402, -2.0928754806518555]",0
187,187,../../images/data/1865/253.jpg,"[-0.14821836352348328, -0.2696888744831085, 1.8531808853149414, -1.8158447742462158]",0
188,188,../../images/data/1865/247.jpg,"[-0.11839672178030014, -0.7244287729263306, -0.5862674713134766, -0.8347465991973877]",0
189,189,../../images/data/1865/252.jpg,"[3.154534339904785, -0.51584792137146, -0.7243788242340088, -1.3614071607589722]",0
190,190,../../images/data/1865/285.jpg,"[-0.02480551041662693, -0.1433248668909073, 1.6075265407562256, -1.003361463546753]",0
191,191,../../images/data/1865/291.jpg,"[0.3895252048969269, -0.725456953048706, 0.28152701258659363, -1.207607388496399]",0
192,192,../../images/data/1865/326.jpg,"[1.0392019748687744, 0.5516362190246582, 0.5202314853668213, -2.19985294342041]",0
193,193,../../images/data/1865/118.jpg,"[0.6046845316886902, -0.036096710711717606, 0.02696440927684307, -2.858708381652832]",0
194,194,../../images/data/1865/130.jpg,"[1.8271431922912598, -2.2462618350982666, -3.6698219776153564, -3.555476427078247]",0
195,195,../../images/data/1865/31.jpg,"[-0.055191006511449814, 0.8139978647232056, 0.0672590583562851, -4.119880676269531]",0
196,196,../../images/data/1865/25.jpg,"[1.2094244956970215, -0.9129054546356201, 0.2963094413280487, -1.1319398880004883]",0
197,197,../../images/data/1865/19.jpg,"[-1.002859354019165, -0.14444614946842194, 0.07041142880916595, -0.9759254455566406]",0
198,198,../../images/data/1865/4.jpg,"[2.2536110877990723, -4.023386478424072, -0.5217056274414062, -4.1241960525512695]",0
199,199,../../images/data/1865/56.jpg,"[0.15940335392951965, 0.0027907900512218475, 1.108245849609375, -2.0299019813537598]",0
200,200,../../images/data/1865/180.jpg,"[0.04492512717843056, 0.28169819712638855, 0.25006332993507385, -1.3395594358444214]",0
201,201,../../images/data/1865/81.jpg,"[5.087886810302734, 0.303151935338974, -0.29229000210762024, -1.0271544456481934]",0
202,202,../../images/data/1865/95.jpg,"[0.6710303425788879, -0.13979269564151764, 0.4802965819835663, -1.3712687492370605]",0
203,203,../../images/data/1865/143.jpg,"[0.2685723602771759, 0.11378858238458633, 0.8369526863098145, -0.8413150310516357]",0
204,204,../../images/data/1865/382.jpg,"[0.64584881067276, -0.6357459425926208, 0.34801623225212097, -0.9409576654434204]",0
205,205,../../images/data/1865/396.jpg,"[1.1622934341430664, 0.35897013545036316, 0.11034654080867767, -0.6550068855285645]",0
206,206,../../images/data/1865/369.jpg,"[0.03562406077980995, -1.0377898216247559, 0.7180249691009521, -2.6351518630981445]",0
207,207,../../images/data/1865/355.jpg,"[-0.4074110686779022, -1.369292974472046, 0.4296533763408661, -2.001314878463745]",0
208,208,../../images/data/1865/209.jpg,"[0.633492648601532, 0.017886381596326828, 0.718592643737793, -0.5474822521209717]",0
209,209,../../images/data/1865/235.jpg,"[1.9231644868850708, 1.724534273147583, -4.578396320343018, -5.003067493438721]",0
210,210,../../images/data/1865/220.jpg,"[0.3103480637073517, 0.09717557579278946, 1.4262676239013672, -1.32908034324646]",0
211,211,../../images/data/1865/234.jpg,"[0.27772000432014465, -0.41784897446632385, 0.6654455661773682, -1.1955227851867676]",0
212,212,../../images/data/1865/208.jpg,"[0.7345055937767029, 0.054707687348127365, 0.15172456204891205, -1.3460572957992554]",0
213,213,../../images/data/1865/340.jpg,"[0.5308614373207092, -0.1573667675256729, -0.42280319333076477, -2.285142421722412]",0
214,214,../../images/data/1865/368.jpg,"[-0.14447447657585144, 0.6209590435028076, -0.21606780588626862, -1.2207367420196533]",0
215,215,../../images/data/1865/397.jpg,"[1.0679068565368652, 0.12996624410152435, 0.759415864944458, -0.3556487262248993]",0
216,216,../../images/data/1865/156.jpg,"[-1.112715244293213, -1.9013699293136597, -0.13046790659427643, 0.6575913429260254]",0
217,217,../../images/data/1865/142.jpg,"[-0.38314929604530334, -0.9061229228973389, -0.1598661094903946, -2.115807294845581]",0
218,218,../../images/data/1865/94.jpg,"[-0.4176653325557709, -2.1410324573516846, -0.47106125950813293, -0.11635635048151016]",0
219,219,../../images/data/1865/195.jpg,"[0.26417115330696106, -0.003403443843126297, 1.4984629154205322, -0.5818113088607788]",0
220,220,../../images/data/1865/181.jpg,"[0.0614263154566288, -0.41951459646224976, 0.9853088855743408, -0.3469832241535187]",0
221,221,../../images/data/1865/5.jpg,"[0.3227110207080841, 1.2251944541931152, 0.8959851264953613, -2.8971564769744873]",0
222,222,../../images/data/1865/43.jpg,"[0.09181169420480728, 0.13285969197750092, -0.25956991314888, -4.074444770812988]",0
